机构ID,培训机构名称,所属区,培训项目名称,培训等级
2.02E+14,上海浦东新区育源职业技能培训学校,浦东,美容师[S300008],初级/五级
2.02E+14,上海浦东新区育源职业技能培训学校,浦东,美容师[S300008],中级/四级
2.02E+14,上海浦东新区育源职业技能培训学校,浦东,职业培训师[S300015],高级/三级
2.02E+14,上海浦东新区育源职业技能培训学校,浦东,西式面点师[S300013],初级/五级
2.02E+14,上海浦东新区育源职业技能培训学校,浦东,西式面点师[S300013],中级/四级
2.02E+14,上海浦东迪吉健康职业技能培训中心,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海浦东迪吉健康职业技能培训中心,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海浦东迪吉健康职业技能培训中心,浦东,养老护理员[S300060],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,人工智能数据标注[S200057],专项职业能力
2.02E+14,上海睿群职业培训学校,宝山,人工智能模型运用[S200057],专项职业能力
2.02E+14,上海睿群职业培训学校,宝山,人工智能训练师[S400054],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,人工智能训练师[S400054],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,人工智能训练师[S500053],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,供应链管理师[S300031],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,保育师[S300011],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,保育师[S300011],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,保育师[S300011],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300038],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300038],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300038],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300060],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300060],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,养老护理员[S300060],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,包装设计师[S500046],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,包装设计师[S500046],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,医疗护理员[S300094],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,医疗护理员[S300094],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,医疗护理员[S300094],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,呼叫中心服务员[S300031],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,家政服务员（家务服务员）[S300031],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,家政服务员（家务服务员）[S300039],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,电子竞技员[S500027],初级/五级
2.02E+14,上海睿群职业培训学校,宝山,电子竞技员[S500027],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,电子竞技员[S500027],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,电子竞技运营师[S300029],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,电子竞技运营师[S300029],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（互联网信息审核员）[S100017],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（互联网信息审核员）[S100017],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（信息安全管理员）[S100017],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（信息安全管理员）[S100017],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（网络安全管理员）[S100017],中级/四级
2.02E+14,上海睿群职业培训学校,宝山,网络与信息安全管理员（网络安全管理员）[S100017],高级/三级
2.02E+14,上海睿群职业培训学校,宝山,计算机软件测试员[S300032],高级/三级
2.02E+14,上海臻致培训学校有限公司,普陀,中式面点师[S300013],初级/五级
2.02E+14,上海臻致培训学校有限公司,普陀,中式面点师[S300013],中级/四级
2.02E+14,上海臻致培训学校有限公司,普陀,中式面点师[S300013],高级/三级
2.02E+14,上海臻致培训学校有限公司,普陀,咖啡师[S400042],高级/三级
2.02E+14,上海臻致培训学校有限公司,普陀,咖啡师[S400042],中级/四级
2.02E+14,上海臻致培训学校有限公司,普陀,咖啡师[S400042],初级/五级
2.02E+14,上海臻致培训学校有限公司,普陀,西式面点师[S300013],初级/五级
2.02E+14,上海臻致培训学校有限公司,普陀,西式面点师[S300013],中级/四级
2.02E+14,上海臻致培训学校有限公司,普陀,西式面点师[S300013],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,互联网营销师（商品选品员）[S300031],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,互联网营销师（商品选品员）[S300031],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,互联网营销师（直播销售员）[S500023],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,互联网营销师（直播销售员）[S500023],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S300040],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S300040],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S400054],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S400054],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S500053],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,人工智能训练师[S500053],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,企业人力资源管理师[S300015],技师/二级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,供应链管理师[S200020],技师/二级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,供应链管理师[S200020],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,供应链管理师[S300031],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,供应链管理师[S300031],技师/二级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,保卫管理员[S300044],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,保卫管理员[S300044],技师/二级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,保卫管理员[S300044],高级技师/一级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,保育师[S300011],初级/五级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,保育师[S300011],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（创意策划）[S400071],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（数据分析）[S400071],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（流量运营）[400050],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（流量运营）[S300070],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（流量运营）[S400071],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（流量运营）[S400071],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（直播运营）[400050],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（直播运营）[S300070],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（直播运营）[S400071],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（直播运营）[S400071],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（视听运营）[S300070],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（视听运营）[S400071],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,全媒体运营师（视听运营）[S400071],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,养老护理员[S300038],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,养老护理员[S300038],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,养老护理员[S300038],初级/五级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,劳动关系协调师[S300016],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,劳动关系协调师[S300016],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,劳动关系协调师[S300016],技师/二级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,物业管理师[S300037],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,物业管理师[S300037],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,物流服务师[S300035],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300030],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300030],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300031],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300031],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300069],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,电子商务师（网商）[S300069],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,职业培训师[S300015],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,茶艺师[S300009],中级/四级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,茶艺师[S300009],高级/三级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,西式面点师[S300013],初级/五级
2.02E+14,上海聚嘉培训学校有限公司,嘉定,西式面点师[S300013],中级/四级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,人工智能训练师[S400054],高级/三级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,人工智能训练师[S500053],高级/三级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,插花花艺师[S600024],中级/四级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,插花花艺师[S600024],初级/五级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,电工[S100004],中级/四级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,电工[S100004],初级/五级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,网约配送员[S300036],初级/五级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,计算机程序设计员[S400021],中级/四级
2.02E+14,上海奚仲职业技能培训有限公司,浦东,计算机程序设计员[S400021],高级/三级
2.02E+14,上海浦东新区师源职业技术培训中心,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海浦东新区师源职业技术培训中心,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海浦东新区师源职业技术培训中心,浦东,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海浦东新区师源职业技术培训中心,浦东,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海浦东新区师源职业技术培训中心,浦东,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海静安能企电力职业技能培训中心,静安,电工[S100004],中级/四级
2.02E+14,上海静安能企电力职业技能培训中心,静安,电工[S100004],初级/五级
2.02E+14,上海静安能企电力职业技能培训中心,静安,职业培训师[S300015],高级/三级
2.02E+14,上海志达职业技能培训有限公司,普陀,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海志达职业技能培训有限公司,普陀,养老护理员[S300038],中级/四级
2.02E+14,上海志达职业技能培训有限公司,普陀,养老护理员[S300038],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,中式面点师[S300013],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,中式面点师[S300013],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,中式面点师[S300013],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,互联网营销师（直播销售员）[S500023],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,互联网营销师（直播销售员）[S500023],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,互联网营销师（直播销售员）[S500023],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,人工智能训练师[S300040],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,人工智能训练师[S400054],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,人工智能训练师[S400054],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,保育师[S300011],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,保育师[S300011],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,保育师[S300011],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,健康照护师[S500077],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,健康照护师[S500077],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,健康照护师[S500077],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,全媒体运营师（创意策划）[S400071],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,医疗护理员[S300094],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,医疗护理员[S300094],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,医疗护理员[S300094],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,茶艺师[S300009],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,茶艺师[S300009],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,西式面点师[S300013],初级/五级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,西式面点师[S300013],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,西式面点师[S300013],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,计算机程序设计员[S300032],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,计算机程序设计员[S400021],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,计算机程序设计员[S400054],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,计算机程序设计员[S400054],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,餐厅服务员[S300013],高级/三级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,餐厅服务员[S300013],中级/四级
2.02E+14,上海青浦区惠茵职业技能培训学校,青浦,餐厅服务员[S300013],初级/五级
2.02E+14,上海金山区卫夷职业技能培训中心,金山,养老护理员[S300038],高级/三级
2.02E+14,上海金山区卫夷职业技能培训中心,金山,养老护理员[S300038],中级/四级
2.02E+14,上海金山区卫夷职业技能培训中心,金山,养老护理员[S300038],初级/五级
2.02E+14,上海金山区卫夷职业技能培训中心,金山,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海金山区卫夷职业技能培训中心,金山,家政服务员（母婴护理员）[S300039],中级/四级
2.02E+14,上海家策培训中心有限公司,徐汇,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海家策培训中心有限公司,徐汇,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海家策培训中心有限公司,徐汇,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300038],高级/三级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300038],中级/四级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300038],初级/五级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300060],初级/五级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300060],中级/四级
2.02E+14,上海家策培训中心有限公司,徐汇,养老护理员[S300060],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,全媒体运营师（流量运营）[S300070],中级/四级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,全媒体运营师（视听运营）[S300070],中级/四级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,形象设计师[S300008],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,形象设计师[S300008],初级/五级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,形象设计师[S300008],中级/四级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美容师[S300008],初级/五级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美容师[S300008],中级/四级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美容师[S300008],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美甲师[S300008],高级/三级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美甲师[S300008],中级/四级
2.02E+14,上海青浦区时光蜕变职业技能培训学校,青浦,美甲师[S300008],初级/五级
2.02E+14,上海林通职业技能培训学校,虹口,互联网营销师（直播销售员）[S500023],初级/五级
2.02E+14,上海林通职业技能培训学校,虹口,互联网营销师（直播销售员）[S500023],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,互联网营销师（直播销售员）[S500023],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,人工智能训练师[S300040],初级/五级
2.02E+14,上海林通职业技能培训学校,虹口,人工智能训练师[S400054],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,人工智能训练师[S400054],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,人工智能训练师[S500053],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,供应链管理师[S300031],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,供应链管理师[S500063],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（流量运营）[S400071],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（直播运营）[S400071],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（视听运营）[S400071],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,全媒体运营师（视听运营）[S400071],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,形象设计师[S300008],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,物业管理师[S300037],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,物业管理师[S300037],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,电子商务师（网商）[S300031],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,电子商务师（网商）[S300031],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,网络与信息安全管理员（信息安全管理员）[S300073],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,网络与信息安全管理员（信息安全管理员）[S400054],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,网络与信息安全管理员（信息安全管理员）[S500053],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,网络与信息安全管理员（网络安全管理员）[S300073],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,网络与信息安全管理员（网络安全管理员）[S400054],高级/三级
2.02E+14,上海林通职业技能培训学校,虹口,美甲师[S300008],中级/四级
2.02E+14,上海林通职业技能培训学校,虹口,美甲师[S300008],初级/五级
2.02E+14,上海糖师师培训学校有限公司,宝山,中式面点师[S300013],初级/五级
2.02E+14,上海糖师师培训学校有限公司,宝山,中式面点师[S300013],中级/四级
2.02E+14,上海糖师师培训学校有限公司,宝山,咖啡师[S400042],中级/四级
2.02E+14,上海糖师师培训学校有限公司,宝山,咖啡师[S400042],初级/五级
2.02E+14,上海糖师师培训学校有限公司,宝山,西式面点师[S300013],初级/五级
2.02E+14,上海糖师师培训学校有限公司,宝山,西式面点师[S300013],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,中式面点师[S300013],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,中式面点师[S300013],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300038],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300038],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300038],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300060],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300060],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,养老护理员[S300060],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家务服务员）[S300039],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家务服务员）[S300039],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家务服务员）[S300039],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家庭照护员）[S300039],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（家庭照护员）[S300039],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（母婴护理员）[S300039],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,家政服务员（母婴护理员）[S300039],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,美容师[S300008],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,美容师[S300008],中级/四级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,美容师[S300008],高级/三级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,西式面点师[S300013],初级/五级
2.02E+14,上海巾帼汇职业技能培训有限公司,普陀,西式面点师[S300013],中级/四级
2.02E+14,上海江戈职业技能培训有限公司,松江,电工[S100004],初级/五级
2.02E+14,上海闵行区安通职业技术培训学校,闵行,汽车维修工（汽车车身整形修复工）[S200005],初级/五级
2.02E+14,上海闵行区安通职业技术培训学校,闵行,汽车维修工（汽车车身整形修复工）[S200005],中级/四级
2.02E+14,上海闵行区安通职业技术培训学校,闵行,汽车维修工（汽车车身整形修复工）[S200005],高级/三级
2.02E+14,上海中泰职业技能培训有限公司,普陀,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海浦东新区涵瑄职业技能培训学校,浦东,形象设计师[S300008],高级/三级
2.02E+14,上海浦东新区涵瑄职业技能培训学校,浦东,美容师[S300008],初级/五级
2.02E+14,上海浦东新区涵瑄职业技能培训学校,浦东,美容师[S300008],中级/四级
2.02E+14,上海易宸职业技能培训有限公司,普陀,互联网营销师（直播销售员）[S500023],初级/五级
2.02E+14,上海易宸职业技能培训有限公司,普陀,互联网营销师（直播销售员）[S500023],中级/四级
2.02E+14,上海易宸职业技能培训有限公司,普陀,保育师[S300011],初级/五级
2.02E+14,上海易宸职业技能培训有限公司,普陀,保育师[S300011],中级/四级
2.02E+14,上海易宸职业技能培训有限公司,普陀,养老护理员[S300038],高级/三级
2.02E+14,上海易宸职业技能培训有限公司,普陀,养老护理员[S300038],中级/四级
2.02E+14,上海易宸职业技能培训有限公司,普陀,养老护理员[S300038],初级/五级
2.02E+14,上海易宸职业技能培训有限公司,普陀,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海易宸职业技能培训有限公司,普陀,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海易宸职业技能培训有限公司,普陀,家政服务员（家务服务员）[S300039],初级/五级
2.02E+14,上海易宸职业技能培训有限公司,普陀,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,嘉言懿行（上海）职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,嘉言懿行（上海）职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,嘉言懿行（上海）职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.02E+14,上海晟泽培训中心有限公司,嘉定,中式面点师[S300013],初级/五级
2.02E+14,上海晟泽培训中心有限公司,嘉定,中式面点师[S300013],中级/四级
2.02E+14,上海晟泽培训中心有限公司,嘉定,劳动关系协调师[S300016],高级/三级
2.02E+14,上海海尚创职业技能培训有限公司,闵行,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海海尚创职业技能培训有限公司,闵行,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海海尚创职业技能培训有限公司,闵行,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海茂美职业技能培训有限公司,虹口,形象设计师[S300008],高级/三级
2.02E+14,上海茂美职业技能培训有限公司,虹口,美容师[S300008],初级/五级
2.02E+14,上海茂美职业技能培训有限公司,虹口,美容师[S300008],中级/四级
2.02E+14,上海茂美职业技能培训有限公司,虹口,美容师[S300008],高级/三级
2.02E+14,上海茂美职业技能培训有限公司,虹口,美甲师[S300008],中级/四级
2.02E+14,上海茂美职业技能培训有限公司,虹口,美甲师[S300008],初级/五级
